client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6a67e4c1d48d3c586378ef3317214ab93784e08053dfcc0ae141698983c84c0568f638e66d35e1cd9fcab07f30de397fba6078d31cedf11fafd4fcab31b03b99	common_voice_fa_41434576.mp3	016f345512bf896dbf268072ac9fca9651c345896ac04f3d201278801b7f5577	تانک بنزین		2	0	twenties				fa	
0cb79a2b48be7fb40e200b7acfe54d3e50dbb3df0459fc37176db78baa455dc74034dea77a3376e0bd4ea9ed45c29f3665cedeb5529d701e610c0dfb0bbdb82b	common_voice_fa_41603897.mp3	df58ea118ec97f72b0369a81f5d0caa93343c7468d5c8d46ef833b5874d39d72	برگهای نزدیک به هم		2	0	twenties	male_masculine			fa	
0cb79a2b48be7fb40e200b7acfe54d3e50dbb3df0459fc37176db78baa455dc74034dea77a3376e0bd4ea9ed45c29f3665cedeb5529d701e610c0dfb0bbdb82b	common_voice_fa_41612640.mp3	e6b7bfed3233203efdbe4f1bf28f22319b92c5d1cf2d1979dc23ae5fb4e818e6	آن دو خواهر با هم قهر هستند.		2	0	twenties	male_masculine			fa	
18c939a17d898c35bc326c8c4e4c39b548d57a61a1bd9d22d0a2d53745f63bd362fdaa26d131e99b0ef86debd2e2ca4be74eedfd8265f6d735713a21ce740c22	common_voice_fa_41507453.mp3	0198012691c3c3ef88f5198e81874a6d47994b77a6f0420bc53f0a2f244508cc	اندیکاتور		2	0	thirties				fa	
18c939a17d898c35bc326c8c4e4c39b548d57a61a1bd9d22d0a2d53745f63bd362fdaa26d131e99b0ef86debd2e2ca4be74eedfd8265f6d735713a21ce740c22	common_voice_fa_41507524.mp3	d797af68255287527be42eabffb328718211492bee3094c8f3dda18d202738b8	او تعقیب کنندگان خود را پشت سر گذاشت.		2	0	thirties				fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41507865.mp3	dba3b669cc2c3f3dd3808b2f2af717f6363cab68178604784d1536cfa715b821	پول برایش مهم است.		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41507920.mp3	db6042b227857337947c61f61fea4b8a1946d65430943ffd21f853d3c4da0a58	اختیارات نیابتی		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41507927.mp3	dabe084422e6b462974322893519a0c9a66e3580ba6ca0d5505b45104f539596	استعدادهای او موجب میشد که در مهمانیهای شام درخشندگی داشته باشد.		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41512286.mp3	de3a69500168e8ab102facd7e236262231bf839c65651dfe054db3821be82db0	حالا گوش بده!		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41512293.mp3	deb89e61fb8b14699bcd51ee762342a80d3b88836b23ef356e2161aafb545278	خوبان و بدان		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
4329e41da19efc1d1bc4e0985768f162668c16738834967fca2b17c1b8e921938d17fbbe0f8365cb84780520e4f2edd1f955bff738dfb7848aede71ffda842a7	common_voice_fa_41512352.mp3	d6d0e29196bb1dd5852b09d37e79dcfa7e509fc4e574b0e7a08bb74964138b81	چوب پنبه زدن به بطری		2	0	twenties	male_masculine	یک ترک‌زبان که فارسی صحبت می‌کند		fa	
