client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196614.mp3	bcf4c752fdf92ae5c56f2ca4623deb12c9946744fc3f591bdb68f8bf60777c30	او پنج زبان را به روانی حرف میزند.		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196615.mp3	00ee06b9f7fbf82fc538907dc1cc168258df1c6a167436f2eb8a588214a44903	تونستن		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196616.mp3	bf1b7042c165817e146c1954d2a264eca12fbbddae189b87e1fdc8cc503d71ae	پوست دستان آن کارگر خشک و زبر است.		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196617.mp3	c1b3e459d17231e6d1a885ce6f927a8cb48109614eed8e91c11b7177092023f1	ارج نهادن بر چیزی		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196618.mp3	bbafab5bb68541c6e0638f8e59a2d6e4e7a2dec9657de4d23643fa705e0f7866	از خنده صدایمان گرفت.		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196619.mp3	bb46c96f42fc015e46dec1202f6d11aa51d7c4b123194caba774e487c4b67215	ساحل پر صخره		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196620.mp3	c14ec04f8ee0e486f3cf4e60b56a52ee967c84ccfc649dc1f8f27e0b8f3d6e0b	جمعیت مردان در شهر		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196621.mp3	b56d7ff18d5962546256c984939c56adcff6a72cba954d14d86d21fcdd03e6c7	سربازان با بینظمی میدان نبرد را ترک کردند.		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196622.mp3	c190b8a13f4fa8abc498deade2370b720f1229a630576efc36d1eb8428afa561	او برنامهٔ تحصیلی را برای رفقا تشریح کرد.		0	0	twenties				fa	
01d223a9b671d37a62bf387fd778730e634d9843ac27a319cafd695ad216f2171916ce71b8f519de2e77c90151fa3908c70d85a0d3a55179aa2cd0d5ea9e8a38	common_voice_fa_40196623.mp3	c00cd0fa35a065d817f07743c4105576eed0d286435856a941349ca0acbb9768	آموخت که به خوراک کم بسازد.		0	0	twenties				fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208113.mp3	c11efd95f37e94b017da8b362203e2f65a0bbb3c215ed98839bce779e4846018	آنان با بیتابی مشتاق ملاقات عروس بودند.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208114.mp3	c01b6f934b90839a6a7ff6909cf4a495e7860d8da45da3e0c9542687b4a5a7b3	از ترس دیوانه شدم.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208115.mp3	00ed56c91a3f8ce7579bd7fc4e5bd69934ec103471881570dfdf4b64344865f4	آیا خداوند همان طور که در دنیا عیوب و گناهان بندگانش را می پوشاند		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208116.mp3	00f973d5cda1024ab44ed15cd50bf5057388db91596af6e6a304aec54a382eff	اسفنجیان		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208117.mp3	bf5b369c4b3842d9f917d9d30acb7c7fd68eb5f1307689923d957547805a1d95	چشمانداز آن ویلا یکی از عالیترین دریاچههای اروپا بود.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208118.mp3	010f8b748493ea34433a49cff1c20932d5417ece76730af8371e102640fa7a98	ردکردن		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208119.mp3	00d6555bd9dd7b233cf058edd70acb796724ce2d844655b4cf657be0a15863d3	آهیانه		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208120.mp3	c1a7d7a367e5e38c2470cb90460b05d3d9b395385dc1fc4e50c40bfd437f199a	آن خبر ما را دستخوش سردرگمی کرد.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208121.mp3	c0075217e4332933e8d131286b4862cf959c81d3e312a980cb32115923228f9b	مستحضر داشتن		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208122.mp3	c01d06a07c0f3ac3ec73bce3222f6b1903b62447e970a4b032cc118f0272cce2	بدن پرعضله		1	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208123.mp3	c0366eaa7cc4c6eb06ec2ad9ba7aa8677deea105dfaeed579c8764580125336c	ای بابا، دوباره رفوزه شدم!		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208124.mp3	bd763743149f0a8b9102a62004296149355335500732531200e3efb04f9ccf66	با پست سفارشی فرستادن		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208125.mp3	c0a4135b07661a7f74026368a2681be8d5a175008041991da137348a61ab747b	خطاهای جوانی نام او را لکهدار کرد.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208126.mp3	be2d8a57add60b80e3fda4e8889afaf89541e0605d6a19201bc4ec49dc1681c4	پس دادن، تلافی کردن		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208127.mp3	c1089ccfb9f0932d5d1971a25a951632a1d2639b7766c6bf3b712a843347a6e3	دولت آزادیهای مردم را محدود کرده بود.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208128.mp3	bcb33db01aefbd4246d64ecf220e26112d938776527855290a2cffd7926fccc0	او در توطئه شرکت داشت.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208129.mp3	c0e12f364775bdf12c41e58a5223fa17aeb232b770fc457ed1b5b5e67076ace9	خبر فوت او مرا شوکه کرد.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208130.mp3	011444c82bdb42afe1657411513323af866490c32177ae6e6e1e2146a2fb6836	درس خصوصی		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208131.mp3	c1b99c183a8f328f7ae2e1f7bbf36aa7db0dccd33bfb8d72c06846c5d248fc62	او اغلب به من تندی میکرد.		0	0	twenties	male_masculine			fa	
1cdd2722ecf3ae30befbf91bf51f889a82453145816c2debee82dc9a3a37d54888d9a38c26e9189f5bc009476e5399b90c4b82709095f005a778236bd70b5349	common_voice_fa_40208132.mp3	c0de5c45e9338de8cec0d67fe5a7ecbca1ea5d919147d55e014668924f7f1f04	او دربارهی فلسفه سخنرانی کرد.		0	0	twenties	male_masculine			fa	
